iter	Passed	Remaining
1582	586216	524743
1583	586623	524405
1584	586892	523944
1585	587184	523505
1586	587472	523061
1587	587800	522653
1588	588071	522195
1589	588390	521780
1590	588652	521314
1591	588974	520902
1592	589284	520479
1593	589582	520045
1594	589903	519632
1595	590173	519175
1596	590476	518746
1597	590772	518312
1598	591131	517932
1599	591412	517485
1600	591674	517022
1601	592045	516653
1602	592360	516237
1603	592623	515774
1604	592917	515339
1605	593207	514900
1606	593497	514462
1607	593770	514010
1608	594115	513620
1609	594418	513193
1610	594717	512763
1611	595017	512335
1612	595323	511912
1613	595635	511494
1614	595921	511053
1615	596207	510613
1616	596553	510225
1617	596856	509799
1618	597162	509377
1619	597485	508969
1620	597751	508513
1621	598015	508055
1622	598320	507632
1623	598637	507219
1624	598961	506813
1625	599206	506340
1626	599513	505920
1627	599831	505509
1628	600059	505022
1629	600346	504585
1630	600771	504265
1631	601027	503802
1632	601334	503383
1633	601621	502946
1634	601920	502521
1635	602188	502068
1636	602435	501600
1637	602761	501197
1638	603089	500796
1639	603322	500315
1640	603617	499888
1641	603934	499477
1642	604243	499061
1643	604526	498624
1644	604806	498184
1645	605147	497794
1646	605412	497342
1647	605699	496908
1648	606034	496514
1649	606293	496057
1650	606600	495641
1651	606908	495225
1652	607220	494812
1653	607487	494364
1654	607793	493947
1655	608132	493556
1656	608403	493111
1657	608692	492681
1658	608996	492263
1659	609304	491848
1660	609572	491401
1661	609868	490976
1662	610163	490552
1663	610469	490136
1664	610771	489717
1665	611090	489312
1666	611426	488920
1667	611720	488495
1668	612047	488098
1669	612355	487684
1670	612631	487245
1671	612912	486811
1672	613211	486391
1673	613480	485946
1674	613803	485546
1675	614086	485113
1676	614361	484675
1677	614849	484404
1678	615170	484002
1679	615461	483576
1680	615793	483183
1681	616123	482789
1682	616382	482338
1683	616674	481914
1684	616992	481510
1685	617286	481088
1686	617584	480668
1687	617890	480256
1688	618218	479860
1689	618526	479449
1690	618841	479044
1691	619184	478660
1692	619496	478252
1693	620048	478030
1694	620402	477654
1695	620716	477249
1696	621081	476882
1697	621584	476621
1698	621895	476213
1699	622242	475832
1700	622564	475432
1701	622902	475045
1702	623228	474648
1703	623544	474245
1704	623824	473814
1705	624125	473398
1706	624452	473003
1707	624731	472571
1708	625033	472158
1709	625326	471737
1710	625643	471335
1711	625898	470886
1712	626250	470510
1713	626618	470146
1714	626939	469747
1715	627217	469316
1716	627554	468929
1717	627769	468451
1718	628127	468080
1719	628468	467697
1720	628933	467405
1721	629235	466993
1722	629578	466611
1723	629961	466259
1724	630326	465893
1725	630646	465494
1726	631016	465132
1727	631366	464756
1728	631807	464446
1729	632230	464122
1730	632618	463773
1731	633125	463512
1732	633545	463186
1733	633959	462856
1734	634380	462531
1735	634825	462222
1736	635317	461949
1737	635697	461593
1738	636178	461311
1739	636610	460993
1740	637002	460646
1741	637454	460342
1742	637857	460004
1743	638191	459614
1744	638593	459275
1745	639004	458941
1746	639353	458563
1747	639778	458239
1748	640176	457896
1749	640523	457517
1750	640963	457203
1751	641343	456847
1752	641990	456681
1753	642374	456327
1754	642743	455963
1755	643195	455658
1756	643574	455300
1757	643940	454933
1758	644390	454626
1759	644799	454290
1760	645265	453994
1761	645656	453645
1762	646069	453311
1763	646489	452982
1764	646876	452630
1765	647286	452293
1766	647734	451984
1767	648068	451594
1768	648406	451208
1769	648808	450867
1770	649195	450514
1771	649559	450146
1772	649997	449829
1773	650386	449477
1774	650757	449114
1775	651107	448736
1776	651507	448392
1777	651925	448061
1778	652308	447705
1779	652676	447340
1780	653063	446987
1781	653383	446588
1782	653743	446217
1783	654510	446123
1784	654868	445750
1785	655218	445372
1786	655618	445028
1787	655980	444657
1788	656386	444317
1789	656832	444004
1790	657223	443653
1791	657598	443291
1792	657984	442937
1793	658348	442569
1794	658702	442193
1795	659002	441781
1796	659368	441413
1797	659730	441043
1798	660101	440679
1799	660419	440279
1800	660727	439873
1801	661165	439554
1802	661559	439204
1803	662021	438901
1804	662421	438555
1805	662846	438227
1806	663236	437875
1807	663596	437503
1808	663994	437157
1809	664419	436828
1810	664780	436457
1811	665188	436116
1812	665555	435750
1813	665965	435410
1814	666534	435175
1815	666913	434815
1816	667224	434412
1817	667656	434087
1818	668055	433740
1819	668432	433379
1820	668861	433052
1821	669219	432678
1822	669540	432281
1823	669916	431920
1824	670217	431509
1825	670615	431162
1826	671053	430840
1827	671376	430445
1828	671761	430089
1829	672166	429745
1830	672530	429376
1831	672865	428988
1832	673268	428643
1833	673640	428279
1834	674003	427909
1835	674373	427543
1836	674751	427183
1837	675112	426812
1838	675524	426472
1839	675898	426109
1840	676241	425727
1841	676701	425418
1842	677190	425127
1843	677545	424752
1844	677929	424394
1845	678239	423991
1846	678806	423748
1847	679146	423363
1848	679509	422993
1849	679894	422636
1850	680264	422271
1851	680660	421920
1852	681092	421593
1853	681411	421195
1854	681849	420871
1855	682220	420506
1856	682525	420100
1857	682906	419741
1858	683224	419343
1859	683564	418958
1860	683963	418610
1861	684349	418254
1862	684735	417898
1863	685122	417542
1864	685482	417170
1865	685837	416795
1866	686219	416436
1867	686581	416065
1868	687001	415729
1869	687404	415383
1870	687772	415015
1871	688144	414651
1872	688529	414293
1873	688912	413935
1874	689260	413556
1875	689707	413236
1876	690127	412899
1877	690526	412550
1878	690901	412187
1879	691322	411851
1880	691794	411545
1881	692163	411178
1882	692508	410797
1883	693002	410504
1884	693628	410289
1885	694068	409964
1886	694471	409616
1887	694796	409223
1888	695232	408895
1889	695565	408506
1890	695985	408169
1891	696330	407787
1892	696729	407437
1893	697161	407106
1894	697547	406749
1895	697909	406377
1896	698258	405998
1897	698617	405624
1898	698996	405263
1899	699410	404921
1900	699751	404538
1901	700131	404177
1902	700605	403869
1903	700931	403477
1904	701303	403111
1905	701923	402888
1906	702632	402714
1907	702978	402333
1908	703299	401938
1909	703703	401589
1910	704100	401238
1911	704466	400867
1912	704886	400528
1913	705301	400186
1914	705616	399787
1915	706033	399446
1916	706414	399085
1917	706783	398717
1918	707289	398426
1919	707799	398136
1920	708201	397787
1921	708534	397398
1922	708920	397039
1923	709265	396658
1924	709636	396290
1925	710046	395945
1926	710494	395620
1927	710932	395290
1928	711550	395060
1929	712015	394744
1930	712354	394358
1931	712793	394028
1932	713117	393634
1933	713517	393283
1934	713986	392969
1935	714336	392589
1936	714900	392327
1937	715280	391964
1938	715693	391620
1939	716118	391280
1940	716503	390920
1941	717042	390644
1942	717465	390304
1943	717857	389947
1944	718315	389626
1945	718693	389261
1946	719075	388899
1947	719507	388563
1948	719928	388221
1949	720375	387894
1950	720728	387516
1951	721091	387143
1952	721470	386779
1953	721875	386428
1954	722323	386101
1955	722802	385790
1956	723151	385409
1957	723613	385089
1958	723971	384713
1959	724326	384336
1960	724769	384005
1961	725129	383631
1962	725531	383278
1963	725969	382945
1964	726364	382589
1965	726777	382241
1966	727342	381974
1967	727739	381619
1968	728198	381296
1969	728589	380937
1970	728985	380581
1971	729380	380224
1972	729773	379866
1973	730172	379512
1974	730613	379179
1975	730964	378799
1976	731372	378449
1977	731848	378134
1978	732207	377758
1979	732548	377373
1980	732856	376971
1981	733210	376593
1982	733629	376248
1983	734046	375902
1984	734396	375522
1985	734996	375270
1986	735478	374956
1987	735906	374616
1988	736312	374264
1989	736728	373917
1990	737193	373595
1991	737621	373254
1992	738153	372965
1993	738539	372603
1994	738904	372230
1995	739357	371901
1996	739704	371518
1997	740071	371147
1998	740541	370826
1999	740941	370470
2000	741300	370094
2001	741788	369782
2002	742210	369437
2003	742604	369078
2004	743054	368747
2005	743440	368384
2006	743901	368058
2007	744292	367698
2008	744707	367349
2009	745143	367010
2010	745539	366652
2011	745892	366273
2012	746275	365908
2013	746703	365565
2014	747145	365229
2015	747540	364871
2016	747962	364525
2017	748418	364195
2018	748829	363844
2019	749179	363463
2020	749737	363183
2021	750114	362815
2022	750440	362422
2023	750876	362082
2024	751253	361714
2025	751562	361313
2026	751942	360947
2027	752309	360574
2028	752703	360214
2029	753158	359883
2030	753595	359543
2031	754039	359207
2032	754452	358856
2033	754887	358515
2034	755312	358170
2035	755711	357812
2036	756159	357477
2037	756583	357131
2038	756999	356781
2039	757382	356415
2040	757743	356038
2041	758148	355683
2042	758603	355351
2043	759007	354995
2044	759555	354706
2045	760074	354404
2046	760626	354116
2047	760950	353723
2048	761287	353335
2049	761771	353016
2050	762204	352673
2051	762523	352277
2052	762898	351907
2053	763265	351532
2054	763666	351175
2055	764068	350817
2056	764416	350434
2057	764758	350049
2058	765075	349653
2059	765447	349282
2060	765741	348875
2061	766148	348519
2062	766502	348139
2063	766883	347772
2064	767274	347410
2065	767663	347046
2066	768058	346685
2067	768464	346329
2068	768840	345959
2069	769192	345579
2070	769588	345218
2071	769916	344827
2072	770231	344430
2073	770590	344053
2074	770959	343680
2075	771313	343301
2076	771850	343003
2077	772184	342614
2078	772513	342224
2079	772862	341843
2080	773223	341466
2081	773601	341097
2082	773943	340713
2083	774248	340312
2084	774617	339939
2085	774960	339555
2086	775351	339192
2087	775717	338819
2088	776110	338457
2089	776480	338084
2090	776850	337712
2091	777258	337357
2092	777639	336989
2093	778030	336626
2094	778431	336267
2095	778789	335890
2096	779100	335492
2097	779455	335114
2098	779815	334737
2099	780115	334335
2100	780485	333963
2101	780883	333603
2102	781236	333223
2103	781766	332919
2104	782075	332521
2105	782461	332155
2106	782830	331783
2107	783198	331410
2108	783518	331017
2109	783920	330658
2110	784273	330279
2111	784569	329875
2112	784924	329497
2113	785262	329112
2114	785661	328751
2115	786038	328382
2116	786390	328003
2117	786747	327625
2118	787142	327264
2119	787466	326873
2120	787758	326468
2121	788137	326100
2122	788647	325786
2123	789021	325415
2124	789426	325057
2125	789754	324668
2126	790134	324300
2127	790531	323939
2128	790907	323569
2129	791232	323179
2130	791729	322859
2131	792112	322492
2132	792444	322104
2133	792829	321738
2134	793203	321367
2135	793580	320998
2136	793939	320622
2137	794315	320252
2138	794669	319874
2139	795057	319509
2140	795370	319114
2141	795726	318736
2142	796116	318372
2143	796484	317999
2144	796880	317637
2145	797215	317251
2146	797597	316884
2147	797971	316513
2148	798332	316138
2149	798694	315762
2150	799042	315382
2151	799429	315016
2152	799758	314628
2153	800118	314252
2154	800525	313895
2155	800876	313515
2156	801241	313141
2157	801592	312762
2158	801906	312368
2159	802266	311992
2160	802672	311634
2161	803057	311268
2162	803452	310906
2163	803973	310592
2164	804343	310220
2165	804691	309839
2166	805073	309472
2167	805479	309113
2168	805811	308727
2169	806228	308373
2170	806575	307992
2171	806936	307616
2172	807305	307244
2173	807651	306863
2174	807979	306474
2175	808466	306147
2176	808980	305829
2177	809409	305479
2178	809768	305103
2179	810086	304711
2180	810441	304333
2181	810795	303955
2182	811149	303577
2183	811519	303204
2184	811868	302825
2185	812218	302445
2186	812592	302074
2187	812960	301702
2188	813351	301337
2189	813739	300972
2190	814080	300589
2191	814384	300192
2192	814906	299876
2193	815245	299492
2194	815608	299118
2195	815996	298752
2196	816339	298370
2197	816706	297997
2198	817051	297616
2199	817431	297247
2200	817816	296881
2201	818216	296519
2202	818598	296151
2203	818943	295771
2204	819358	295415
2205	820000	295140
2206	820397	294777
2207	820713	294386
2208	821063	294007
2209	821522	293666
2210	821955	293316
2211	822258	292920
2212	822685	292568
2213	823068	292200
2214	823388	291810
2215	823779	291445
2216	824122	291063
2217	824507	290696
2218	825029	290377
2219	825348	289987
2220	825730	289619
2221	826081	289239
2222	826400	288849
2223	826760	288473
2224	827176	288117
2225	827586	287759
2226	827929	287377
2227	828295	287003
2228	828670	286633
2229	828988	286242
2230	829392	285882
2231	829718	285494
2232	830040	285105
2233	830404	284731
2234	830743	284348
2235	831086	283966
2236	831527	283618
2237	831888	283243
2238	832239	282864
2239	832658	282509
2240	832983	282121
2241	833386	281760
2242	833741	281383
2243	834049	280989
2244	834378	280604
2245	834898	280282
2246	835266	279909
2247	835633	279535
2248	836071	279186
2249	836440	278813
2250	836833	278448
2251	837216	278080
2252	837577	277705
2253	837937	277329
2254	838335	276966
2255	838690	276589
2256	839072	276220
2257	839441	275848
2258	839763	275460
2259	840091	275074
2260	840472	274705
2261	840835	274330
2262	841155	273942
2263	841524	273569
2264	841922	273206
2265	842279	272830
2266	842733	272485
2267	843024	272087
2268	843390	271713
2269	843835	271365
2270	844179	270984
2271	844560	270616
2272	845322	270369
2273	845689	269996
2274	846030	269613
2275	846416	269246
2276	846824	268886
2277	847174	268507
2278	847565	268141
2279	847890	267754
2280	848276	267387
2281	848636	267011
2282	848946	266620
2283	849316	266248
2284	849753	265896
2285	850117	265522
2286	850450	265138
2287	850805	264761
2288	851158	264383
2289	851539	264014
2290	851950	263654
2291	852324	263283
2292	852720	262919
2293	853146	262563
2294	853489	262182
2295	853895	261821
2296	854330	261469
2297	854669	261087
2298	855256	260780
2299	855630	260409
2300	856010	260039
2301	856457	259690
2302	856805	259311
2303	857151	258931
2304	857545	258565
2305	857908	258190
2306	858320	257831
2307	858784	257486
2308	859144	257110
2309	859527	256742
2310	859925	256377
2311	860304	256007
2312	860671	255633
2313	861037	255259
2314	861402	254885
2315	861714	254496
2316	862131	254137
2317	862477	253757
2318	862822	253377
2319	863271	253027
2320	863671	252664
2321	864191	252334
2322	864594	251971
2323	864937	251591
2324	865307	251218
2325	865666	250842
2326	866054	250474
2327	866443	250107
2328	866808	249733
2329	867215	249370
2330	867612	249005
2331	867903	248610
2332	868276	248238
2333	868683	247876
2334	869106	247518
2335	869487	247148
2336	869922	246794
2337	870321	246429
2338	870680	246053
2339	871095	245693
2340	871496	245329
2341	871846	244950
2342	872254	244588
2343	872597	244208
2344	873001	243844
2345	873487	243504
2346	874359	243271
2347	874708	242891
2348	875074	242517
2349	875504	242160
2350	875868	241785
2351	876197	241401
2352	876632	241046
2353	877044	240684
2354	877435	240316
2355	877792	239939
2356	878156	239565
2357	878590	239209
2358	878995	238845
2359	879422	238487
2360	879839	238126
2361	880256	237766
2362	880663	237402
2363	881120	237052
2364	881502	236682
2365	881986	236339
2366	882404	235978
2367	882815	235616
2368	883133	235228
2369	883725	234914
2370	884081	234537
2371	884494	234174
2372	884859	233799
2373	885225	233425
2374	885629	233060
2375	885978	232681
2376	886381	232316
2377	886820	231960
2378	887219	231594
2379	887616	231227
2380	888059	230873
2381	888444	230503
2382	888908	230153
2383	889311	229788
2384	889716	229423
2385	890091	229051
2386	890489	228684
2387	890861	228311
2388	891282	227950
2389	891690	227586
2390	892055	227211
2391	892445	226842
2392	892834	226473
2393	893452	226162
2394	893839	225792
2395	894264	225432
2396	894672	225067
2397	895037	224692
2398	895445	224328
2399	895881	223970
2400	896299	223608
2401	896672	223234
2402	897110	222877
2403	897512	222511
2404	897971	222159
2405	898351	221787
2406	898740	221418
2407	899129	221048
2408	899553	220687
2409	899963	220322
2410	900356	219954
2411	900784	219594
2412	901232	219239
2413	901633	218872
2414	902032	218504
2415	902446	218141
2416	902802	217763
2417	903148	217383
2418	903680	217047
2419	904000	216661
2420	904401	216294
2421	904793	215925
2422	905217	215563
2423	905633	215199
2424	906037	214833
2425	906439	214466
2426	906786	214086
2427	907235	213731
2428	907634	213363
2429	908045	212998
2430	908493	212641
2431	908852	212264
2432	909233	211892
2433	909561	211508
2434	909965	211141
2435	910341	210768
2436	910758	210405
2437	911186	210043
2438	911757	209715
2439	912078	209329
2440	912442	208953
2441	912828	208582
2442	913223	208213
2443	913628	207846
2444	914006	207473
2445	914418	207108
2446	914772	206730
2447	915238	206377
2448	915620	206005
2449	916051	205644
2450	916440	205273
2451	916805	204897
2452	917283	204547
2453	917634	204168
2454	918054	203804
2455	918544	203456
2456	918916	203081
2457	919315	202713
2458	919755	202353
2459	920130	201979
2460	920528	201611
2461	921137	201288
2462	921545	200921
2463	921991	200563
2464	922390	200194
2465	922770	199821
2466	923252	199470
2467	923635	199098
2468	924015	198725
2469	924433	198360
2470	924824	197989
2471	925264	197629
2472	925845	197299
2473	926220	196924
2474	926648	196561
2475	927031	196189
2476	927375	195808
2477	927832	195451
2478	928163	195067
2479	928526	194691
2480	928975	194332
2481	929638	194017
2482	930020	193644
2483	930405	193272
2484	930943	192932
2485	931322	192558
2486	931719	192188
2487	932123	191819
2488	932505	191446
2489	932879	191071
2490	933325	190711
2491	933691	190335
2492	934057	189958
2493	934496	189597
2494	934862	189220
2495	935207	188839
2496	935670	188483
2497	935996	188098
2498	936365	187722
2499	936775	187355
2500	937123	186975
2501	937508	186602
2502	937915	186234
2503	938260	185853
2504	938834	185518
2505	939215	185144
2506	939524	184756
2507	939958	184393
2508	940352	184022
2509	940717	183646
2510	941141	183280
2511	941496	182902
2512	941833	182520
2513	942339	182170
2514	942731	181799
2515	943069	181417
2516	943430	181039
2517	943802	180664
2518	944180	180290
2519	944585	179921
2520	944952	179544
2521	945317	179168
2522	945656	178786
2523	946010	178407
2524	946337	178023
2525	946779	177661
2526	947123	177281
2527	947557	176917
2528	948056	176565
2529	948435	176191
2530	948812	175817
2531	949244	175452
2532	949591	175072
2533	949925	174690
2534	950335	174321
2535	950632	173932
2536	950995	173555
2537	951363	173179
2538	951711	172799
2539	952064	172421
2540	952443	172047
2541	952799	171668
2542	953138	171287
2543	953517	170913
2544	953901	170540
2545	954285	170167
2546	954698	169799
2547	955181	169443
2548	955577	169072
2549	955969	168700
2550	956357	168327
2551	956921	167986
2552	957404	167630
2553	957752	167250
2554	958185	166885
2555	958535	166506
2556	958956	166139
2557	959365	165769
2558	959760	165398
2559	960140	165024
2560	960539	164653
2561	960961	164286
2562	961394	163920
2563	961818	163554
2564	962282	163194
2565	962766	162837
2566	963145	162462
2567	963496	162083
2568	963909	161714
2569	964330	161347
2570	964706	160971
2571	965424	160653
2572	965841	160285
2573	966270	159918
2574	966564	159530
2575	966957	159157
2576	967393	158792
2577	967759	158415
2578	968212	158052
2579	968742	157702
2580	969106	157324
2581	969481	156949
2582	969892	156579
2583	970241	156199
2584	970659	155831
2585	971046	155457
2586	971408	155079
2587	971848	154714
2588	972213	154337
2589	972562	153957
2590	972960	153585
2591	973351	153212
2592	973666	152827
2593	974220	152480
2594	974545	152096
2595	974923	151721
2596	975361	151355
2597	975773	150985
2598	976175	150614
2599	976585	150243
2600	976921	149862
2601	977344	149493
2602	977739	149121
2603	978147	148750
2604	978532	148376
2605	978908	148000
2606	979315	147629
2607	979627	147244
2608	980042	146874
2609	980431	146501
2610	980763	146119
2611	981225	145756
2612	981615	145382
2613	982034	145013
2614	982367	144631
2615	982743	144255
2616	983291	143905
2617	983712	143536
2618	984123	143165
2619	984549	142797
2620	984871	142413
2621	985232	142035
2622	985657	141667
2623	986096	141300
2624	986557	140936
2625	986912	140558
2626	987338	140189
2627	987779	139822
2628	988105	139439
2629	988474	139062
2630	988901	138694
2631	989268	138317
2632	989645	137941
2633	990011	137564
2634	990389	137188
2635	990739	136809
2636	991312	136460
2637	991698	136085
2638	992100	135713
2639	992524	135344
2640	992929	134972
2641	993310	134597
2642	994065	134272
2643	994449	133897
2644	994878	133528
2645	995276	133154
2646	995612	132773
2647	996033	132403
2648	996457	132033
2649	996791	131651
2650	997232	131284
2651	997663	130915
2652	998285	130571
2653	998649	130193
2654	999004	129814
2655	999437	129445
2656	999819	129069
2657	1000211	128695
2658	1000603	128321
2659	1001030	127951
2660	1001373	127570
2661	1001792	127199
2662	1002255	126834
2663	1002706	126467
2664	1003142	126098
2665	1003559	125727
2666	1003986	125357
2667	1004435	124989
2668	1004824	124614
2669	1005268	124246
2670	1005628	123868
2671	1005983	123489
2672	1006586	123140
2673	1006967	122764
2674	1007320	122384
2675	1007726	122011
2676	1008099	121634
2677	1008466	121257
2678	1008883	120885
2679	1009271	120510
2680	1009759	120146
2681	1010193	119776
2682	1010611	119405
2683	1011028	119033
2684	1011364	118651
2685	1011674	118267
2686	1012094	117895
2687	1012496	117521
2688	1012943	117153
2689	1013400	116785
2690	1013787	116410
2691	1014119	116028
2692	1014569	115660
2693	1014976	115286
2694	1015580	114935
2695	1015986	114562
2696	1016405	114190
2697	1016939	113830
2698	1017300	113452
2699	1017708	113078
2700	1018021	112694
2701	1018392	112317
2702	1018859	111950
2703	1019441	111595
2704	1019934	111231
2705	1020314	110854
2706	1020650	110473
2707	1021066	110100
2708	1021496	109728
2709	1021944	109359
2710	1022410	108991
2711	1022793	108615
2712	1023357	108257
2713	1023744	107881
2714	1024128	107505
2715	1024574	107135
2716	1024962	106759
2717	1025370	106384
2718	1025820	106015
2719	1026238	105642
2720	1026606	105263
2721	1027144	104903
2722	1027715	104545
2723	1028167	104175
2724	1028515	103795
2725	1028835	103411
2726	1029239	103037
2727	1029565	102654
2728	1029920	102275
2729	1030447	101912
2730	1030839	101536
2731	1031254	101162
2732	1031681	100789
2733	1032034	100410
2734	1032393	100030
2735	1032793	99655
2736	1033192	99280
2737	1033638	98909
2738	1034053	98535
2739	1034369	98151
2740	1034734	97773
2741	1035106	97395
2742	1035476	97016
2743	1035889	96642
2744	1036234	96262
2745	1036602	95883
2746	1037146	95521
2747	1037485	95140
2748	1037821	94759
2749	1038220	94383
2750	1038580	94004
2751	1038956	93626
2752	1039350	93250
2753	1039680	92869
2754	1040063	92492
2755	1040465	92116
2756	1040820	91737
2757	1041146	91355
2758	1041540	90979
2759	1041910	90600
2760	1042225	90218
2761	1042528	89834
2762	1042957	89461
2763	1043288	89079
2764	1043621	88698
2765	1044040	88324
2766	1044376	87943
2767	1044883	87576
2768	1045286	87201
2769	1045604	86819
2770	1046015	86444
2771	1046392	86066
2772	1046715	85684
2773	1047151	85312
2774	1047522	84934
2775	1047912	84557
2776	1048280	84179
2777	1048637	83800
2778	1048983	83420
2779	1049398	83045
2780	1049740	82665
2781	1050132	82289
2782	1050531	81913
2783	1050863	81532
2784	1051172	81149
2785	1051515	80769
2786	1052036	80403
2787	1052381	80023
2788	1052741	79644
2789	1053102	79265
2790	1053508	78890
2791	1054152	78532
2792	1054545	78156
2793	1054917	77778
2794	1055282	77399
2795	1055645	77021
2796	1055946	76638
2797	1056339	76261
2798	1056713	75884
2799	1057030	75502
2800	1057370	75122
2801	1057708	74741
2802	1058083	74364
2803	1058498	73989
2804	1058884	73612
2805	1059222	73232
2806	1059572	72852
2807	1059918	72473
2808	1060245	72092
2809	1060795	71726
2810	1061146	71347
2811	1061479	70966
2812	1061862	70589
2813	1062298	70215
2814	1062658	69837
2815	1063063	69461
2816	1063407	69081
2817	1063747	68701
2818	1064182	68328
2819	1064527	67948
2820	1064885	67569
2821	1065291	67194
2822	1065650	66815
2823	1066006	66436
2824	1066367	66058
2825	1066727	65679
2826	1067150	65304
2827	1067541	64928
2828	1067865	64547
2829	1068229	64169
2830	1068764	63801
2831	1069108	63421
2832	1069436	63041
2833	1069840	62665
2834	1070215	62287
2835	1070582	61909
2836	1070974	61532
2837	1071289	61151
2838	1071625	60771
2839	1071998	60394
2840	1072379	60017
2841	1072764	59639
2842	1073125	59261
2843	1073496	58883
2844	1073874	58506
2845	1074257	58129
2846	1074594	57749
2847	1074953	57371
2848	1075368	56995
2849	1075698	56615
2850	1076056	56237
2851	1076615	55869
2852	1076972	55490
2853	1077348	55113
2854	1077757	54737
2855	1078081	54357
2856	1078430	53978
2857	1078860	53603
2858	1079237	53225
2859	1079583	52846
2860	1079964	52469
2861	1080332	52091
2862	1080675	51712
2863	1081062	51335
2864	1081436	50957
2865	1081802	50579
2866	1082147	50200
2867	1082519	49823
2868	1082879	49444
2869	1083211	49065
2870	1083617	48689
2871	1084008	48312
2872	1084540	47941
2873	1084888	47562
2874	1085238	47184
2875	1085644	46808
2876	1085969	46428
2877	1086313	46049
2878	1086692	45672
2879	1087047	45293
2880	1087359	44913
2881	1087699	44534
2882	1088116	44158
2883	1088450	43779
2884	1088823	43401
2885	1089237	43026
2886	1089611	42648
2887	1089980	42270
2888	1090389	41894
2889	1090763	41516
2890	1091355	41147
2891	1091702	40768
2892	1092133	40393
2893	1092520	40016
2894	1092897	39638
2895	1093298	39262
2896	1093736	38886
2897	1094164	38510
2898	1094455	38130
2899	1094852	37753
2900	1095198	37374
2901	1095634	36999
2902	1096060	36623
2903	1096367	36243
2904	1096737	35865
2905	1097295	35494
2906	1097660	35116
2907	1098071	34739
2908	1098489	34363
2909	1098851	33985
2910	1099206	33606
2911	1099615	33230
2912	1099951	32851
2913	1100271	32471
2914	1100674	32095
2915	1101022	31716
2916	1101372	31338
2917	1101808	30962
2918	1102220	30585
2919	1102608	30208
2920	1103036	29832
2921	1103388	29453
2922	1103706	29074
2923	1104284	28702
2924	1104694	28325
2925	1105075	27947
2926	1105559	27572
2927	1106171	27200
2928	1107064	26835
2929	1107719	26464
2930	1108123	26086
2931	1108583	25710
2932	1109115	25336
2933	1109550	24959
2934	1110163	24586
2935	1110569	24208
2936	1111031	23832
2937	1111514	23456
2938	1111919	23078
2939	1112447	22703
2940	1112871	22325
2941	1113317	21948
2942	1113847	21572
2943	1114232	21194
2944	1114701	20817
2945	1115148	20440
2946	1115526	20062
2947	1116005	19685
2948	1116490	19308
2949	1117278	18936
2950	1117852	18561
2951	1118320	18184
2952	1118825	17807
2953	1119253	17429
2954	1119774	17052
2955	1120251	16674
2956	1120769	16297
2957	1121155	15919
2958	1121650	15541
2959	1122264	15165
2960	1122764	14788
2961	1123398	14412
2962	1123816	14033
2963	1124198	13654
2964	1124711	13276
2965	1125144	12897
2966	1125675	12520
2967	1126129	12141
2968	1126864	11765
2969	1127337	11387
2970	1127739	11007
2971	1128142	10628
2972	1128552	10249
2973	1129217	9872
2974	1129620	9492
2975	1130058	9113
2976	1130631	8735
2977	1131029	8355
2978	1131492	7976
2979	1131855	7596
2980	1132240	7216
2981	1132725	6837
2982	1133218	6458
2983	1133653	6078
2984	1134168	5699
2985	1134512	5319
2986	1134927	4939
2987	1135362	4559
2988	1135781	4179
2989	1136249	3800
2990	1136627	3420
2991	1137002	3040
2992	1137445	2660
2993	1137865	2280
2994	1138400	1900
2995	1138823	1520
2996	1139185	1140
2997	1139612	760
2998	1139999	380
2999	1140404	0
