iter	MAE
1680	578.3810597
1681	578.3611453
1682	578.2719337
1683	578.220954
1684	578.158367
1685	578.1170112
1686	578.0443573
1687	578.0135716
1688	577.9377479
1689	577.9212383
1690	577.869113
1691	577.8344164
1692	577.7305236
1693	577.6764851
1694	577.5593918
1695	577.4478456
1696	577.361003
1697	577.1496038
1698	577.1036341
1699	577.0650294
1700	577.0399535
1701	576.9729208
1702	576.9499625
1703	576.9417651
1704	576.9251658
1705	576.8909573
1706	576.8589097
1707	576.7775265
1708	576.6654415
1709	576.4883018
1710	576.4726208
1711	576.3897046
1712	576.3345955
1713	576.248249
1714	576.2003916
1715	576.1194596
1716	576.0603972
1717	576.0451642
1718	575.9945332
1719	575.9695901
1720	575.9035749
1721	575.8970725
1722	575.8683355
1723	575.665899
1724	575.635073
1725	575.6216211
1726	575.5902483
1727	575.5248839
1728	575.4410736
1729	575.3923347
1730	575.3778366
1731	575.3088271
1732	575.2337566
1733	575.2145245
1734	575.0816044
1735	575.0606556
1736	575.0387181
1737	574.9826752
1738	574.935271
1739	574.8849851
1740	574.841466
1741	574.7843535
1742	574.77575
1743	574.7496297
1744	574.6905624
1745	574.6701088
1746	574.6218161
1747	574.600143
1748	574.344898
1749	574.2696863
1750	574.2406541
1751	574.2293078
1752	574.2185919
1753	574.08488
1754	573.8958935
1755	573.8444901
1756	573.80711
1757	573.7328108
1758	573.6716942
1759	573.6187869
1760	573.5731328
1761	573.5506103
1762	573.4636492
1763	573.408938
1764	573.3541533
1765	573.276004
1766	573.2465117
1767	573.1294748
1768	573.082493
1769	572.9351964
1770	572.7650693
1771	572.7411999
1772	572.7327935
1773	572.7194415
1774	572.6986282
1775	572.6573581
1776	572.5754006
1777	572.3846448
1778	572.3580072
1779	572.2072737
1780	572.1877836
1781	572.1650784
1782	572.0878986
1783	572.0166836
1784	571.9939726
1785	571.97198
1786	571.9467618
1787	571.9103958
1788	571.8203228
1789	571.7895859
1790	571.7562163
1791	571.7081484
1792	571.6446783
1793	571.6310077
1794	571.6165019
1795	571.6083456
1796	571.5738153
1797	571.5427332
1798	571.5150532
1799	571.4771331
1800	571.4662143
1801	571.3943766
1802	571.3716827
1803	571.3307679
1804	571.278926
1805	571.2088167
1806	571.1633346
1807	571.1399237
1808	571.0956205
1809	570.9956184
1810	570.9792677
1811	570.877686
1812	570.8694637
1813	570.847077
1814	570.8226471
1815	570.7455767
1816	570.7281424
1817	570.7171659
1818	570.7023278
1819	570.6418917
1820	570.3794773
1821	570.1470736
1822	570.1006858
1823	569.9038733
1824	569.8034398
1825	569.7048343
1826	569.6561345
1827	569.5982963
1828	569.5484399
1829	569.5051128
1830	569.4703758
1831	569.3985613
1832	569.3782331
1833	569.371433
1834	569.3573362
1835	569.2235168
1836	569.1663238
1837	569.1383807
1838	568.9436212
1839	568.9083325
1840	568.8665321
1841	568.8031704
1842	568.7698712
1843	568.7496445
1844	568.6680664
1845	568.5740633
1846	568.443843
1847	568.429574
1848	568.3971949
1849	568.367146
1850	568.3638914
1851	568.3340572
1852	568.3006466
1853	568.2753302
1854	568.2317689
1855	568.2161641
1856	568.203098
1857	568.189619
1858	568.1708664
1859	568.1628054
1860	568.1368331
1861	568.1244254
1862	568.0544726
1863	567.9139807
1864	567.8651754
1865	567.8038344
1866	567.7811904
1867	567.7079577
1868	567.6692854
1869	567.6351631
1870	567.539589
1871	567.4580098
1872	567.4029993
1873	567.2579838
1874	567.1806121
1875	567.1199307
1876	567.1007114
1877	566.9240507
1878	566.9109156
1879	566.875904
1880	566.828302
1881	566.8159728
1882	566.7925992
1883	566.7660002
1884	566.6495563
1885	566.6074348
1886	566.5678062
1887	566.4975527
1888	566.4898347
1889	566.4350024
1890	566.2758806
1891	566.2503977
1892	566.2272252
1893	566.2198077
1894	566.2089472
1895	566.0741146
1896	566.0464097
1897	566.0238211
1898	565.991692
1899	565.917141
1900	565.8979986
1901	565.7955662
1902	565.7677243
1903	565.7023577
1904	565.6306749
1905	565.5771316
1906	565.5575459
1907	565.5437692
1908	565.4695746
1909	565.4420169
1910	565.3864059
1911	565.2691854
1912	565.2467922
1913	565.2192125
1914	565.2006656
1915	565.1473584
1916	565.1341852
1917	565.1090915
1918	565.1063809
1919	565.094313
1920	565.0793887
1921	565.0543374
1922	564.8865225
1923	564.8624749
1924	564.7242287
1925	564.7075315
1926	564.6605231
1927	564.6446151
1928	564.5810555
1929	564.5138592
1930	564.4402911
1931	564.3877257
1932	564.3773404
1933	564.3576442
1934	564.3336089
1935	564.3086003
1936	564.2458258
1937	564.2278189
1938	564.0714946
1939	564.0633515
1940	563.96634
1941	563.9253426
1942	563.8909767
1943	563.8674745
1944	563.8517871
1945	563.7884745
1946	563.7706846
1947	563.6880297
1948	563.6790683
1949	563.6511523
1950	563.6140713
1951	563.5979534
1952	563.5744242
1953	563.5609335
1954	563.5284926
1955	563.5027558
1956	563.4445508
1957	563.3983583
1958	563.3593134
1959	563.2993057
1960	563.2868472
1961	563.2516407
1962	563.2102096
1963	563.1627333
1964	563.1065716
1965	563.0478143
1966	563.009493
1967	562.9242438
1968	562.9028301
1969	562.8938848
1970	562.7813458
1971	562.6821176
1972	562.6461206
1973	562.6158109
1974	562.6008314
1975	562.4237693
1976	562.4080207
1977	562.2701527
1978	562.1864638
1979	562.10525
1980	562.087767
1981	561.9212069
1982	561.903354
1983	561.7751648
1984	561.7639366
1985	561.7541732
1986	561.6016771
1987	561.5284072
1988	561.5071874
1989	561.4933021
1990	561.4320002
1991	561.3926026
1992	561.3230469
1993	561.2857029
1994	561.2470556
1995	561.2271085
1996	561.1569103
1997	561.1385347
1998	561.1311459
1999	561.0541379
2000	560.9911024
2001	560.9779935
2002	560.9466889
2003	560.8752676
2004	560.768692
2005	560.7596231
2006	560.726566
2007	560.6421818
2008	560.6149096
2009	560.5531299
2010	560.5352088
2011	560.4994687
2012	560.3345321
2013	560.296024
2014	560.2458757
2015	560.0959802
2016	560.0696804
2017	560.0586257
2018	560.0118047
2019	559.9290946
2020	559.8495491
2021	559.7847605
2022	559.7791923
2023	559.6399
2024	559.6204524
2025	559.6001124
2026	559.5830933
2027	559.5621787
2028	559.5469905
2029	559.4853702
2030	559.4477814
2031	559.4213252
2032	559.3771923
2033	559.3505397
2034	559.3137367
2035	559.2588397
2036	559.2078219
2037	559.1704039
2038	559.1384483
2039	559.0968774
2040	559.0869479
2041	559.0468584
2042	559.0147816
2043	558.9934864
2044	558.9709259
2045	558.9392264
2046	558.9281228
2047	558.8616601
2048	558.8307269
2049	558.7766066
2050	558.7530182
2051	558.6866176
2052	558.6630664
2053	558.6395887
2054	558.5921066
2055	558.5831694
2056	558.5374913
2057	558.510719
2058	558.5051415
2059	558.4008457
2060	558.2979632
2061	558.2385093
2062	558.1895822
2063	558.1551306
2064	558.0592513
2065	558.0248811
2066	557.9388946
2067	557.8924321
2068	557.8616702
2069	557.8405541
2070	557.8307975
2071	557.8058612
2072	557.749069
2073	557.687036
2074	557.6562576
2075	557.5936455
2076	557.5768955
2077	557.5234831
2078	557.4903026
2079	557.471696
2080	557.3983178
2081	557.3592499
2082	557.3377826
2083	557.2374934
2084	557.2118811
2085	557.1628067
2086	557.1172156
2087	557.072372
2088	557.0382832
2089	556.9852201
2090	556.977352
2091	556.9363258
2092	556.9308226
2093	556.9214575
2094	556.8433189
2095	556.8329584
2096	556.8282258
2097	556.7891174
2098	556.7679945
2099	556.7334097
2100	556.7172864
2101	556.6983268
2102	556.6444545
2103	556.6247133
2104	556.5820168
2105	556.4903671
2106	556.483083
2107	556.422945
2108	556.4003877
2109	556.317827
2110	556.2957968
2111	556.1444379
2112	556.0936494
2113	556.0383975
2114	555.9587088
2115	555.8095085
2116	555.7931861
2117	555.7539352
2118	555.7275184
2119	555.7216174
2120	555.5711325
2121	555.5347462
2122	555.5302414
2123	555.4830775
2124	555.4088208
2125	555.3612304
2126	555.3281403
2127	555.2074438
2128	555.1826928
2129	555.1451423
2130	555.1093035
2131	555.0848223
2132	555.0700321
2133	555.0322031
2134	554.9944432
2135	554.9241882
2136	554.8949553
2137	554.8380706
2138	554.8065602
2139	554.7583991
2140	554.6862393
2141	554.6670343
2142	554.6273746
2143	554.6203298
2144	554.5832117
2145	554.5068408
2146	554.4980579
2147	554.4305749
2148	554.4197463
2149	554.3875794
2150	554.3492735
2151	554.3392636
2152	554.325349
2153	554.284773
2154	554.2736929
2155	554.2070088
2156	554.1574083
2157	554.0915674
2158	554.0692824
2159	554.0257711
2160	553.9822661
2161	553.9468843
2162	553.9021981
2163	553.8610784
2164	553.8451666
2165	553.6597971
2166	553.6123073
2167	553.5631509
2168	553.4243475
2169	553.3952157
2170	553.3817378
2171	553.2723778
2172	553.2020809
2173	553.1488158
2174	553.1385854
2175	553.0212316
2176	552.9516142
2177	552.925397
2178	552.8965916
2179	552.8796604
2180	552.8234049
2181	552.7975473
2182	552.7653267
2183	552.700457
2184	552.6519867
2185	552.4748764
2186	552.414636
2187	552.2574475
2188	552.2078604
2189	552.1464338
2190	552.1244912
2191	552.1133223
2192	551.9563039
2193	551.9200333
2194	551.8936288
2195	551.8386263
2196	551.7953577
2197	551.7748146
2198	551.755128
2199	551.7026639
2200	551.6885642
2201	551.5794124
2202	551.5298999
2203	551.403985
2204	551.3854901
2205	551.3602653
2206	551.3171018
2207	551.3044118
2208	551.283667
2209	551.2109335
2210	551.1999686
2211	551.1810014
2212	551.1598957
2213	551.0972398
2214	551.0194945
2215	551.0038013
2216	550.9249331
2217	550.9122267
2218	550.8727151
2219	550.7665774
2220	550.7544747
2221	550.7355732
2222	550.7254037
2223	550.6896591
2224	550.6310715
2225	550.6275122
2226	550.6081237
2227	550.5695245
2228	550.5455368
2229	550.4729584
2230	550.4351032
2231	550.427492
2232	550.3705101
2233	550.3120365
2234	550.3061397
2235	550.2435149
2236	550.233826
2237	550.2172294
2238	550.2047378
2239	550.1723639
2240	550.1323472
2241	550.1007997
2242	550.0868713
2243	550.0709637
2244	550.0578928
2245	550.051184
2246	549.9900377
2247	549.9320973
2248	549.9060939
2249	549.882918
2250	549.7532368
2251	549.6268706
2252	549.6112524
2253	549.5980258
2254	549.5131335
2255	549.4211523
2256	549.3348848
2257	549.2862036
2258	549.2691571
2259	549.2520493
2260	549.2347111
2261	549.1301053
2262	549.1182138
2263	549.0907512
2264	549.0602711
2265	548.958125
2266	548.9344905
2267	548.8940084
2268	548.8828924
2269	548.8585033
2270	548.8439136
2271	548.829278
2272	548.7730546
2273	548.7485845
2274	548.701069
2275	548.6764016
2276	548.6583215
2277	548.6098554
2278	548.4710456
2279	548.460819
2280	548.434511
2281	548.4057055
2282	548.3610081
2283	548.3484056
2284	548.3275548
2285	548.1882927
2286	548.1452337
2287	548.0933442
2288	548.0449497
2289	548.0224579
2290	547.98045
2291	547.9129745
2292	547.903799
2293	547.890703
2294	547.8776123
2295	547.8682279
2296	547.8011569
2297	547.7816526
2298	547.7279934
2299	547.6840384
2300	547.6653094
2301	547.6102505
2302	547.596358
2303	547.5880576
2304	547.5059833
2305	547.4654822
2306	547.4188301
2307	547.3935126
2308	547.345101
2309	547.3363907
2310	547.2812547
2311	547.2594339
2312	547.2313496
2313	547.2210851
2314	547.1794376
2315	547.1300897
2316	547.098534
2317	547.0846007
2318	547.0363822
2319	546.933194
2320	546.9031959
2321	546.8593048
2322	546.7965386
2323	546.7586624
2324	546.7321849
2325	546.7103856
2326	546.6773173
2327	546.6512508
2328	546.6303704
2329	546.56289
2330	546.5338236
2331	546.5221299
2332	546.4894278
2333	546.4323656
2334	546.407499
2335	546.3980625
2336	546.3804694
2337	546.3437993
2338	546.3221749
2339	546.2854237
2340	546.2734955
2341	546.2637363
2342	546.2186232
2343	546.2061483
2344	546.1893463
2345	546.1854011
2346	546.131172
2347	546.1224548
2348	546.0941917
2349	546.0700029
2350	546.044033
2351	546.0123493
2352	546.0060907
2353	545.9915095
2354	545.9192436
2355	545.8796256
2356	545.8607277
2357	545.8472265
2358	545.8169534
2359	545.7812604
2360	545.7539736
2361	545.6332707
2362	545.579287
2363	545.4988287
2364	545.4689275
2365	545.4394049
2366	545.3971396
2367	545.3740774
2368	545.3495247
2369	545.3354147
2370	545.1535524
2371	545.1031766
2372	545.0855016
2373	545.0758195
2374	545.0655403
2375	544.9235454
2376	544.8758252
2377	544.8625077
2378	544.8141755
2379	544.7817436
2380	544.7786429
2381	544.7174843
2382	544.6846023
2383	544.6613684
2384	544.6373702
2385	544.5795474
2386	544.5326583
2387	544.5215855
2388	544.4293538
2389	544.4142735
2390	544.3045019
2391	544.2255819
2392	544.1326828
2393	544.0844385
2394	544.0551365
2395	544.0300741
2396	544.0254647
2397	544.0136354
2398	543.9860041
2399	543.9273979
2400	543.8884714
2401	543.839796
2402	543.7854264
2403	543.7656276
2404	543.7034095
2405	543.6227118
2406	543.6144422
2407	543.5922527
2408	543.5835253
2409	543.5177981
2410	543.4957842
2411	543.4696782
2412	543.4064623
2413	543.3974408
2414	543.3682547
2415	543.3604314
2416	543.2746115
2417	543.2528517
2418	543.2173609
2419	543.1717028
2420	543.1446969
2421	543.0633951
2422	543.044328
2423	543.0330866
2424	543.0292116
2425	542.9479539
2426	542.9313988
2427	542.8189834
2428	542.8035895
2429	542.7989211
2430	542.765186
2431	542.7605985
2432	542.7522976
2433	542.7436675
2434	542.7191719
2435	542.704539
2436	542.6875302
2437	542.6113851
2438	542.596083
2439	542.5093608
2440	542.4101661
2441	542.3610201
2442	542.305726
2443	542.2990973
2444	542.2546744
2445	542.2203491
2446	542.1897201
2447	542.1772534
2448	542.0993564
2449	542.0475773
2450	541.9951835
2451	541.9616773
2452	541.9342547
2453	541.9196731
2454	541.8700424
2455	541.8596022
2456	541.8271258
2457	541.8207512
2458	541.7355885
2459	541.7067069
2460	541.6859546
2461	541.6594275
2462	541.6274339
2463	541.5911625
2464	541.5595165
2465	541.5483695
2466	541.3799738
2467	541.3163634
2468	541.3052659
2469	541.2389812
2470	541.2206446
2471	541.182101
2472	541.1441303
2473	541.1409196
2474	541.1205654
2475	541.0834749
2476	541.0705461
2477	541.0094986
2478	540.9954713
2479	540.9341677
2480	540.9011921
2481	540.871964
2482	540.8163555
2483	540.8010007
2484	540.7785421
2485	540.7544817
2486	540.7498375
2487	540.7256257
2488	540.6536712
2489	540.6285991
2490	540.6202282
2491	540.5841516
2492	540.5726232
2493	540.5433521
2494	540.4940056
2495	540.4720586
2496	540.4492651
2497	540.3930265
2498	540.35908
2499	540.3311244
2500	540.3045348
2501	540.2540094
2502	540.2475762
2503	540.1947565
2504	540.1895634
2505	540.1664103
2506	540.1052805
2507	540.0624721
2508	539.9996464
2509	539.99291
2510	539.976308
2511	539.8679962
2512	539.8528574
2513	539.8356034
2514	539.7975238
2515	539.7730849
2516	539.7679996
2517	539.7542114
2518	539.7464349
2519	539.7361075
2520	539.6716174
2521	539.6536756
2522	539.6345051
2523	539.5765432
2524	539.5516955
2525	539.5473382
2526	539.524345
2527	539.4952221
2528	539.4710971
2529	539.4432906
2530	539.4403118
2531	539.4114158
2532	539.3978544
2533	539.3838075
2534	539.3519071
2535	539.3315791
2536	539.2936564
2537	539.2880377
2538	539.2843565
2539	539.2804455
2540	539.2374488
2541	539.1646403
2542	539.1465663
2543	539.0335941
2544	538.9968393
2545	538.9305996
2546	538.8991801
2547	538.8184791
2548	538.8077068
2549	538.8056659
2550	538.796689
2551	538.7601268
2552	538.7311979
2553	538.6910663
2554	538.6464597
2555	538.6171066
2556	538.5969032
2557	538.5817731
2558	538.5418539
2559	538.530709
2560	538.5235393
2561	538.4992934
2562	538.4699919
2563	538.4617774
2564	538.4292354
2565	538.4164391
2566	538.3625415
2567	538.2822951
2568	538.2245701
2569	538.1718167
2570	538.1405903
2571	538.1294641
2572	538.0584408
2573	538.0397669
2574	538.0281288
2575	538.009298
2576	537.9599359
2577	537.9281081
2578	537.9085068
2579	537.8903803
2580	537.8762395
2581	537.8629557
2582	537.8425085
2583	537.8191849
2584	537.7579884
2585	537.7448918
2586	537.6485646
2587	537.6310275
2588	537.5986822
2589	537.5945964
2590	537.5622118
2591	537.5426994
2592	537.4905269
2593	537.4470631
2594	537.4292741
2595	537.3854506
2596	537.252356
2597	537.2493595
2598	537.1996862
2599	537.1659028
2600	537.0424625
2601	536.8529835
2602	536.836184
2603	536.823299
2604	536.8124483
2605	536.7876143
2606	536.7415727
2607	536.7328397
2608	536.6634546
2609	536.6418299
2610	536.636792
2611	536.576927
2612	536.5476338
2613	536.5271576
2614	536.520164
2615	536.4935291
2616	536.4714642
2617	536.4406739
2618	536.4119264
2619	536.3501001
2620	536.3313594
2621	536.2761149
2622	536.2611672
2623	536.2427572
2624	536.2394398
2625	536.2271942
2626	536.1972992
2627	536.1923017
2628	536.1875254
2629	536.0622064
2630	536.0397238
2631	536.0323858
2632	536.0276147
2633	535.9453956
2634	535.937644
2635	535.9315878
2636	535.9175443
2637	535.8208104
2638	535.7336889
2639	535.7224376
2640	535.716973
2641	535.6817158
2642	535.6389007
2643	535.6091507
2644	535.5841493
2645	535.5774042
2646	535.5671433
2647	535.5263037
2648	535.5138438
2649	535.4988786
2650	535.4852593
2651	535.4520652
2652	535.4478275
2653	535.422488
2654	535.3550257
2655	535.3181889
2656	535.2721434
2657	535.2469471
2658	535.2212163
2659	535.190101
2660	535.1162876
2661	535.0868737
2662	534.9944072
2663	534.961551
2664	534.9555312
2665	534.9260924
2666	534.9044843
2667	534.870947
2668	534.8572059
2669	534.837237
2670	534.8318596
2671	534.8212243
2672	534.7960654
2673	534.7740721
2674	534.7452224
2675	534.6648735
2676	534.6053019
2677	534.5293591
2678	534.5230824
2679	534.516878
2680	534.4568965
2681	534.4247239
2682	534.4095887
2683	534.3008631
2684	534.2611655
2685	534.2404035
2686	534.2310602
2687	534.1723246
2688	534.1109417
2689	534.1025014
2690	534.0803877
2691	534.0761217
2692	534.0217413
2693	533.9985759
2694	533.9838622
2695	533.9674875
2696	533.9547424
2697	533.9270926
2698	533.8892409
2699	533.8810406
2700	533.8186441
2701	533.7801477
2702	533.7639572
2703	533.6964202
2704	533.6124697
2705	533.5534429
2706	533.5386299
2707	533.5135612
2708	533.4902881
2709	533.4542411
2710	533.4215265
2711	533.3801454
2712	533.3747591
2713	533.3655025
2714	533.3619521
2715	533.3262565
2716	533.2658826
2717	533.2423865
2718	533.2252218
2719	533.2143804
2720	533.1793701
2721	533.1686602
2722	533.1518801
2723	533.1412193
2724	533.1132623
2725	533.0588824
2726	532.9962203
2727	532.9554967
2728	532.9440183
2729	532.9164826
2730	532.9033078
2731	532.8802397
2732	532.8606885
2733	532.7682222
2734	532.75491
2735	532.7439431
2736	532.7316887
2737	532.7241492
2738	532.6847245
2739	532.6614936
2740	532.6564635
2741	532.636248
2742	532.5953044
2743	532.5794266
2744	532.5714672
2745	532.4930353
2746	532.4650788
2747	532.4203992
2748	532.4158972
2749	532.3735016
2750	532.3489623
2751	532.3229827
2752	532.3060376
2753	532.3009275
2754	532.2603051
2755	532.2331389
2756	532.2215279
2757	532.1704149
2758	532.1530799
2759	532.1446041
2760	532.1091459
2761	532.0960128
2762	532.0637719
2763	532.0145167
2764	531.991228
2765	531.9756819
2766	531.9648951
2767	531.9155228
2768	531.9038621
2769	531.8949644
2770	531.8685087
2771	531.8263233
2772	531.7895129
2773	531.7601243
2774	531.7559514
2775	531.6655448
2776	531.6579012
2777	531.6120931
2778	531.5688229
2779	531.5433685
2780	531.4818386
2781	531.4669301
2782	531.4545534
2783	531.4500156
2784	531.4253968
2785	531.3711739
2786	531.3435909
2787	531.3401524
2788	531.3285279
2789	531.261458
2790	531.2228298
2791	531.1391292
2792	531.0509766
2793	531.025763
2794	531.0222061
2795	530.964948
2796	530.9492114
2797	530.9151771
2798	530.8908632
2799	530.8606814
2800	530.7942171
2801	530.7460582
2802	530.7379918
2803	530.718654
2804	530.669331
2805	530.6194268
2806	530.6030501
2807	530.5798303
2808	530.5691003
2809	530.5531067
2810	530.4473582
2811	530.4325343
2812	530.4076325
2813	530.35274
2814	530.3285255
2815	530.2741215
2816	530.2674613
2817	530.2552335
2818	530.2505583
2819	530.2477679
2820	530.2418956
2821	530.2117223
2822	530.2013403
2823	530.1637661
2824	530.1398889
2825	530.1127243
2826	530.1024815
2827	530.0846471
2828	530.0745854
2829	530.0256873
2830	529.9646493
2831	529.951127
2832	529.9280453
2833	529.9152026
2834	529.8766176
2835	529.8599333
2836	529.8375844
2837	529.7827146
2838	529.7277129
2839	529.7021183
2840	529.6805841
2841	529.6406279
2842	529.5994865
2843	529.5901737
2844	529.5808614
2845	529.5129
2846	529.4894632
2847	529.4769278
2848	529.4587455
2849	529.3984404
2850	529.3880445
2851	529.3502885
2852	529.3381767
2853	529.320733
2854	529.3114457
2855	529.3060078
2856	529.1997221
2857	529.1800309
2858	529.1739745
2859	529.1599795
2860	529.1567093
2861	529.1069849
2862	529.0456852
2863	529.0180252
2864	529.0041134
2865	528.9995054
2866	528.9947084
2867	528.9607987
2868	528.943598
2869	528.933571
2870	528.9241319
2871	528.9012637
2872	528.8743529
2873	528.8634278
2874	528.8313211
2875	528.8249383
2876	528.7771029
2877	528.7715071
2878	528.7373775
2879	528.6753603
2880	528.6348097
2881	528.5871812
2882	528.5536245
2883	528.5191914
2884	528.4585879
2885	528.4528718
2886	528.4246869
2887	528.4092695
2888	528.4020566
2889	528.3974999
2890	528.3091272
2891	528.3002686
2892	528.2677142
2893	528.2516456
2894	528.2350472
2895	528.2212262
2896	528.1546672
2897	528.1502371
2898	528.1416977
2899	528.1238807
2900	528.1203313
2901	528.0839822
2902	528.0679376
2903	528.0299534
2904	528.0280984
2905	527.9833909
2906	527.8700585
2907	527.8274585
2908	527.8067753
2909	527.7031442
2910	527.665968
2911	527.6488354
2912	527.625315
2913	527.5834248
2914	527.5678571
2915	527.5525924
2916	527.5362634
2917	527.5096508
2918	527.4996374
2919	527.4775051
2920	527.4693709
2921	527.4642135
2922	527.3437042
2923	527.2931049
2924	527.282983
2925	527.196973
2926	527.1433719
2927	527.1261154
2928	527.118871
2929	527.1059912
2930	527.027906
2931	526.9943698
2932	526.9888452
2933	526.9624322
2934	526.9588071
2935	526.9277828
2936	526.9000601
2937	526.8678137
2938	526.8534517
2939	526.7870786
2940	526.7666448
2941	526.7477236
2942	526.7162139
2943	526.7060217
2944	526.6994666
2945	526.6285493
2946	526.6110815
2947	526.5790472
2948	526.5500073
2949	526.5226785
2950	526.5112657
2951	526.4827603
2952	526.4490058
2953	526.4273878
2954	526.4161776
2955	526.3876676
2956	526.364576
2957	526.300079
2958	526.2845212
2959	526.2549036
2960	526.2420326
2961	526.2358096
2962	526.2038759
2963	526.177399
2964	526.1575859
2965	526.1469782
2966	526.0938479
2967	526.0751124
2968	526.0193096
2969	525.9420755
2970	525.8508174
2971	525.8375462
2972	525.8167763
2973	525.7724032
2974	525.7612621
2975	525.7047104
2976	525.6803485
2977	525.6539919
2978	525.6325445
2979	525.6187103
2980	525.6169113
2981	525.6129974
2982	525.6037633
2983	525.5813846
2984	525.5496859
2985	525.5447359
2986	525.5053909
2987	525.4782393
2988	525.4688806
2989	525.4569895
2990	525.4289147
2991	525.4079219
2992	525.4035864
2993	525.3971973
2994	525.3799238
2995	525.3704674
2996	525.3571545
2997	525.3447556
2998	525.3031806
2999	525.2145977
