iter	MAE
762	673.2808943
763	673.185931
764	673.1158836
765	672.9242142
766	672.6576792
767	672.5228127
768	672.4661292
769	672.4051834
770	672.3267346
771	672.2528043
772	672.0228531
773	671.970801
774	671.7238998
775	671.5601155
776	671.497748
777	671.4817571
778	671.225361
779	671.1675462
780	670.9924214
781	670.8798768
782	670.6902851
783	670.5036688
784	670.3236691
785	670.1229317
786	670.0257976
787	669.8414967
788	669.6558957
789	669.5877333
790	669.2031222
791	669.0201307
792	668.956326
793	668.9185378
794	668.5594586
795	668.3739818
796	668.1936931
797	667.8240188
798	667.7422505
799	667.373532
800	667.3295994
801	667.2967296
802	666.9883942
803	666.8883179
804	666.7449841
805	666.4740472
806	666.448375
807	666.4039989
808	666.2745246
809	666.1365714
810	665.9439079
811	665.9014391
812	665.8304738
813	665.6904037
814	665.5175285
815	665.4439933
816	665.3715986
817	665.1501315
818	665.0300363
819	664.9796088
820	664.793299
821	664.7196198
822	664.574061
823	664.4816623
824	664.0621832
825	663.7487907
826	663.6745729
827	663.6571789
828	663.5896588
829	663.5523652
830	663.4338022
831	663.3502016
832	663.1123962
833	662.8545784
834	662.6824912
835	662.6445493
836	662.2777273
837	662.0620734
838	662.0229889
839	661.7312001
840	661.7037231
841	661.5708288
842	661.3543405
843	661.3195477
844	661.1712615
845	660.8328796
846	660.7088981
847	660.5226266
848	660.0786246
849	660.0274112
850	659.9282111
851	659.8149373
852	659.4564413
853	659.3709997
854	658.8603435
855	658.8470019
856	658.7247073
857	658.7052382
858	658.6352233
859	658.4839058
860	658.4751625
861	658.4370938
862	658.3462504
863	658.2373451
864	657.818018
865	657.761198
866	657.3212431
867	657.2732915
868	657.2302238
869	657.1709702
870	657.0475499
871	656.9941426
872	656.9734845
873	656.7118494
874	656.4541792
875	656.3922321
876	656.3112089
877	656.2294092
878	655.8089978
879	655.7284159
880	655.4782062
881	655.3939685
882	655.046267
883	654.5221919
884	654.311358
885	653.9282927
886	653.7243835
887	653.6987004
888	653.6160327
889	653.3169978
890	653.2905328
891	653.2442971
892	653.1698904
893	652.9878296
894	652.8942956
895	652.7991168
896	652.7525281
897	652.6166449
898	652.5978764
899	652.3687512
900	652.3245145
901	652.1128145
902	652.0308918
903	651.9535579
904	651.8980759
905	651.8784149
906	651.6830263
907	651.3249506
908	651.0783995
909	650.8997356
910	650.5255981
911	650.3753372
912	650.0248936
913	649.9329274
914	649.8509925
915	649.7107138
916	649.1822855
917	648.9922462
918	648.9201845
919	648.85119
920	648.6124022
921	648.5540879
922	648.5346498
923	648.3231567
924	648.1974173
925	648.165002
926	647.9646748
927	647.9220015
928	647.862713
929	647.7865027
930	647.6771571
931	647.3282087
932	647.0170739
933	646.4832938
934	646.23655
935	646.0127317
936	645.9843011
937	645.8285863
938	645.6919872
939	645.5558535
940	645.3483146
941	645.2883312
942	645.228161
943	645.1819293
944	645.0569964
945	644.9489033
946	644.9158622
947	644.7559807
948	644.6868905
949	644.6564152
950	644.5500592
951	644.5024474
952	644.4793419
953	644.4650744
954	644.4328343
955	644.3591994
956	643.9139672
957	643.5027137
958	643.458951
959	643.3251173
960	643.2291076
961	643.1608097
962	643.0758371
963	642.9518945
964	642.8905186
965	642.6788526
966	642.6202441
967	642.5850363
968	642.3825988
969	642.199569
970	642.1594787
971	642.0587176
972	641.9677339
973	641.7893783
974	641.7394697
975	641.6482226
976	641.5804512
977	641.468303
978	641.3145958
979	641.2657075
980	641.0818261
981	640.9479032
982	640.7173908
983	640.6854263
984	640.2783796
985	640.2492987
986	640.2292713
987	640.180487
988	640.1137833
989	640.0419435
990	639.9308018
991	639.8433506
992	639.7680093
993	639.6806099
994	639.508867
995	639.2291537
996	639.1579291
997	639.0854981
998	638.8906443
999	638.6880323
1000	638.5594482
1001	638.3039349
1002	638.254073
1003	638.2347093
1004	638.163899
1005	638.0938085
1006	637.8046496
1007	637.5162165
1008	637.3381759
1009	637.2708013
1010	636.8575262
1011	636.7839125
1012	636.6515036
1013	636.5016628
1014	636.2772574
1015	636.2509089
1016	636.1347695
1017	636.0918647
1018	635.8090944
1019	635.6539353
1020	635.6275882
1021	635.5564558
1022	635.5265598
1023	635.4257231
1024	635.3197789
1025	635.2316734
1026	635.189452
1027	635.1626704
1028	634.7474467
1029	634.6625604
1030	634.610685
1031	634.586568
1032	634.5561677
1033	634.4978251
1034	634.469824
1035	634.277606
1036	634.2477436
1037	634.2056254
1038	634.1551316
1039	634.053287
1040	633.9926351
1041	633.4895731
1042	633.4283664
1043	633.353505
1044	633.3388362
1045	632.8980578
1046	632.8361712
1047	632.6138496
1048	632.5600339
1049	632.4788525
1050	632.4573825
1051	632.2867362
1052	632.1231073
1053	632.0226753
1054	631.8326617
1055	631.4702241
1056	631.4420308
1057	631.2371236
1058	631.2050104
1059	631.0506466
1060	631.0220321
1061	630.9558831
1062	630.6918613
1063	630.6491775
1064	630.5244504
1065	630.5014956
1066	630.3123535
1067	630.2891173
1068	630.1704849
1069	630.1188019
1070	630.0777699
1071	629.6380527
1072	629.5431418
1073	629.4957923
1074	629.2750072
1075	629.2264358
1076	629.0645938
1077	628.8772494
1078	628.7742834
1079	628.7181668
1080	628.6498251
1081	628.6121538
1082	628.4536709
1083	628.3895298
1084	628.2794002
1085	628.1734205
1086	628.0504009
1087	628.0216845
1088	627.8874013
1089	627.5467915
1090	627.5273616
1091	627.3397567
1092	627.2765885
1093	627.1275147
1094	626.9924627
1095	626.9603759
1096	626.7889487
1097	626.7573056
1098	626.74355
1099	626.6204357
1100	626.4763542
1101	626.4244264
1102	626.3482476
1103	626.3252781
1104	626.2124859
1105	626.135108
1106	626.0945498
1107	626.0406795
1108	626.0244019
1109	625.9458006
1110	625.8974732
1111	625.8125933
1112	625.6996088
1113	625.6799189
1114	625.5884453
1115	625.4299566
1116	625.3566003
1117	625.3206798
1118	625.2501336
1119	625.1478074
1120	625.0567637
1121	624.9233268
1122	624.8050047
1123	624.4578251
1124	624.3243486
1125	624.207288
1126	624.1957931
1127	623.9030604
1128	623.8354946
1129	623.6775125
1130	623.6184923
1131	623.3795844
1132	623.2765948
1133	623.0700599
1134	622.9992225
1135	622.934879
1136	622.8698856
1137	622.5258321
1138	622.3698508
1139	622.2719965
1140	622.2316606
1141	622.18994
1142	622.163156
1143	622.1280751
1144	622.0726715
1145	622.0045028
1146	621.8608994
1147	621.7282191
1148	621.4608712
1149	621.3934807
1150	621.3467735
1151	621.2360866
1152	621.1025341
1153	621.0622239
1154	621.0399019
1155	621.0197812
1156	620.9088789
1157	620.8708057
1158	620.8053271
1159	620.7106072
1160	620.4249434
1161	620.2183095
1162	620.1872565
1163	620.0968823
1164	620.0085902
1165	619.9188357
1166	619.8371642
1167	619.8226924
1168	619.7823785
1169	619.7465541
1170	619.7167823
1171	619.5971664
1172	619.2900683
1173	619.2473166
1174	619.1649739
1175	619.0957175
1176	618.951228
1177	618.7842834
1178	618.6612889
1179	618.6209285
1180	618.5606961
1181	618.5047264
1182	618.4882899
1183	618.4582563
1184	618.3149005
1185	618.2343492
1186	618.153241
1187	617.9478419
1188	617.8564899
1189	617.7502867
1190	617.5065114
1191	617.4429141
1192	617.1686078
1193	617.05829
1194	617.007321
1195	616.871273
1196	616.8280842
1197	616.7808357
1198	616.7634986
1199	616.7443112
1200	616.3987864
1201	616.3615185
1202	616.2836909
1203	616.1870169
1204	616.0788047
1205	616.0004555
1206	615.9860579
1207	615.8696857
1208	615.8444389
1209	615.8018574
1210	615.5609285
1211	615.5418657
1212	615.5259567
1213	615.5074813
1214	615.4381409
1215	615.3148473
1216	615.26785
1217	615.1983728
1218	615.1742065
1219	615.0136183
1220	614.9827747
1221	614.8908733
1222	614.7817839
1223	614.6258207
1224	614.5270277
1225	614.316916
1226	614.2824789
1227	613.9249928
1228	613.6477023
1229	613.5035283
1230	613.4506419
1231	613.3998567
1232	613.1512897
1233	613.1130683
1234	613.0628007
1235	612.9544534
1236	612.8083064
1237	612.6677191
1238	612.6224505
1239	612.5201794
1240	612.5008966
1241	612.3889296
1242	612.3559557
1243	612.2442878
1244	612.2216621
1245	612.0404707
1246	611.9766587
1247	611.7700551
1248	611.7443922
1249	611.6598096
1250	611.5456267
1251	611.5206948
1252	611.5086527
1253	611.3164133
1254	611.155301
1255	611.1383792
1256	611.0929343
1257	610.877849
1258	610.7858481
1259	610.7615236
1260	610.6759717
1261	610.5204835
1262	610.4806708
1263	610.4556774
1264	610.3204453
1265	610.2810069
1266	610.1988845
1267	610.0350102
1268	609.9988194
1269	609.8968162
1270	609.6643588
1271	609.4915485
1272	609.4004363
1273	609.3308572
1274	609.3092619
1275	609.1305711
1276	609.0850774
1277	608.9479862
1278	608.9062394
1279	608.7420681
1280	608.6803948
1281	608.6092407
1282	608.4997417
1283	608.4266895
1284	608.3737811
1285	608.3500841
1286	608.2994706
1287	608.2479367
1288	608.1697221
1289	608.0650205
1290	607.9376037
1291	607.8566222
1292	607.8263392
1293	607.4466956
1294	607.0731304
1295	606.9846754
1296	606.9327144
1297	606.8576152
1298	606.8403591
1299	606.8079793
1300	606.6858851
1301	606.4943177
1302	606.447194
1303	606.4230764
1304	606.3844366
1305	606.2545863
1306	606.1707896
1307	605.9972721
1308	605.9386256
1309	605.8933508
1310	605.8425012
1311	605.8160949
1312	605.7675139
1313	605.7363009
1314	605.5471125
1315	605.4901422
1316	605.3864334
1317	605.3679755
1318	605.2409417
1319	605.215313
1320	605.0839277
1321	604.9468057
1322	604.875143
1323	604.8535146
1324	604.8313021
1325	604.7468207
1326	604.7155176
1327	604.6872731
1328	604.6311188
1329	604.5903584
1330	604.5016001
1331	604.4416424
1332	604.3948215
1333	604.3172232
1334	604.2164435
1335	604.1843955
1336	604.1489788
1337	604.1358276
1338	604.0853627
1339	603.8403855
1340	603.6928195
1341	603.4579735
1342	603.3129849
1343	603.2922611
1344	603.1585733
1345	603.0531094
1346	603.0350696
1347	603.0109555
1348	602.8871289
1349	602.855131
1350	602.8270882
1351	602.6278947
1352	602.5627244
1353	602.4009352
1354	602.3450244
1355	602.2574048
1356	602.2312327
1357	602.1112562
1358	602.0541968
1359	601.858369
1360	601.7806307
1361	601.7431771
1362	601.7271075
1363	601.6249255
1364	601.5834152
1365	601.5454853
1366	601.154161
1367	601.1184081
1368	600.9576606
1369	600.9153131
1370	600.886545
1371	600.8283962
1372	600.7379383
1373	600.6719125
1374	600.6410187
1375	600.5779377
1376	600.3317759
1377	600.2807525
1378	600.0093804
1379	599.9528223
1380	599.6270376
1381	599.5999014
1382	599.4759705
1383	599.4219533
1384	599.4135202
1385	599.3736007
1386	599.3212488
1387	599.104578
1388	599.056647
1389	599.0278221
1390	598.8984708
1391	598.7056792
1392	598.65187
1393	598.5995054
1394	598.5753758
1395	598.5649599
1396	598.4894763
1397	598.4498407
1398	598.4055331
1399	598.0895701
1400	598.0028774
1401	597.9802777
1402	597.9332286
1403	597.8162205
1404	597.7786037
1405	597.7024979
1406	597.6413078
1407	597.5866378
1408	597.4586451
1409	597.3506244
1410	597.3104686
1411	597.163752
1412	597.084583
1413	597.05477
1414	596.9738341
1415	596.941141
1416	596.8474798
1417	596.7914106
1418	596.7808553
1419	596.7632027
1420	596.7061494
1421	596.6695418
1422	596.5502043
1423	596.4936652
1424	596.4456286
1425	596.4190347
1426	596.3725437
1427	596.3274997
1428	596.3082926
1429	596.2848888
1430	596.2683733
1431	596.1296641
1432	596.0583806
1433	596.0384769
1434	595.9659252
1435	595.8073852
1436	595.7409101
1437	595.6243049
1438	595.4933257
1439	595.4825667
1440	595.4597401
1441	595.4512572
1442	595.4095888
1443	595.3798029
1444	595.3425686
1445	595.274514
1446	595.2471551
1447	595.1293733
1448	595.0658279
1449	595.0424395
1450	594.9586232
1451	594.9491343
1452	594.7524864
1453	594.5829204
1454	594.4412686
1455	594.3497065
1456	594.2880592
1457	594.2752576
1458	594.1461537
1459	594.1254225
1460	594.1114278
1461	594.0168531
1462	593.9826778
1463	593.9350584
1464	593.9091621
1465	593.8448921
1466	593.7889608
1467	593.7242433
1468	593.6541675
1469	593.617793
1470	593.4698524
1471	593.3136925
1472	593.2882467
1473	593.2605897
1474	593.0764991
1475	593.0152898
1476	593.0000648
1477	592.9859545
1478	592.8772669
1479	592.695858
1480	592.6811955
1481	592.593955
1482	592.4945331
1483	592.4405235
1484	592.2457166
1485	592.2159038
1486	592.1548647
1487	592.0844218
1488	591.9515454
1489	591.9333599
1490	591.8227504
1491	591.7742304
1492	591.6929911
1493	591.6440509
1494	591.4375852
1495	591.2726453
1496	591.2244074
1497	591.0977892
1498	591.0667803
1499	591.0109839
1500	590.9902646
1501	590.9336351
1502	590.7368508
1503	590.6561863
1504	590.5960955
1505	590.5232344
1506	590.3610231
1507	590.3364391
1508	590.3231621
1509	590.181493
1510	590.14895
1511	590.1361361
1512	590.0963168
1513	589.9909022
1514	589.9299785
1515	589.7282452
1516	589.6881176
1517	589.6821305
1518	589.6523644
1519	589.5932335
1520	589.563162
1521	589.4481248
1522	589.4324691
1523	589.4101301
1524	589.3436672
1525	589.2883106
1526	589.0963359
1527	589.0683421
1528	589.0024642
1529	588.8776127
1530	588.8606735
1531	588.8444289
1532	588.6321551
1533	588.5783146
1534	588.5226269
1535	588.4571459
1536	588.282903
1537	588.1871775
1538	588.1733823
1539	588.0398176
1540	587.9462917
1541	587.9297973
1542	587.8896709
1543	587.7980226
1544	587.7462711
1545	587.5400063
1546	587.5069083
1547	587.3419623
1548	587.0707868
1549	586.9883085
1550	586.9421493
1551	586.9199572
1552	586.8750491
1553	586.8164234
1554	586.7629928
1555	586.7543946
1556	586.7397609
1557	586.6438173
1558	586.5937277
1559	586.4660624
1560	586.3076174
1561	586.1701791
1562	586.130118
1563	586.1181792
1564	586.0922859
1565	586.0637631
1566	586.0076346
1567	585.9889176
1568	585.9463637
1569	585.9001418
1570	585.8869866
1571	585.8054521
1572	585.7252665
1573	585.7082459
1574	585.6407846
1575	585.5978984
1576	585.5623868
1577	585.4879291
1578	585.4688283
1579	585.4083043
1580	585.3699897
1581	585.3532688
1582	585.2962727
1583	585.2422288
1584	585.2059335
1585	585.1612276
1586	585.1261941
1587	584.9743573
1588	584.8149209
1589	584.5654433
1590	584.4372405
1591	584.3741251
1592	584.3088452
1593	584.0903949
1594	584.0738815
1595	583.9550702
1596	583.9327738
1597	583.9218564
1598	583.8662335
1599	583.8357028
1600	583.5452241
1601	583.3983429
1602	583.3365229
1603	583.3106676
1604	583.1371515
1605	583.0867441
1606	582.9260552
1607	582.8652678
1608	582.8587097
1609	582.8287137
1610	582.7591411
1611	582.6337069
1612	582.6234134
1613	582.5276124
1614	582.5110086
1615	582.4490884
1616	582.2798874
1617	582.2730268
1618	582.221464
1619	582.2034708
1620	582.1890587
1621	582.0946508
1622	582.0765043
1623	581.9794565
1624	581.8995673
1625	581.8037959
1626	581.7526185
1627	581.6027554
1628	581.4661622
1629	581.3343184
1630	581.2739727
1631	581.2564229
1632	581.1869777
1633	581.1555928
1634	581.0313487
1635	580.9703911
1636	580.9367756
1637	580.8443406
1638	580.705559
1639	580.6606763
1640	580.5340655
1641	580.5076401
1642	580.4762852
1643	580.4642084
1644	580.429212
1645	580.3460932
1646	580.3245778
1647	580.2726685
1648	580.2088439
1649	580.087914
1650	580.0760163
1651	579.987683
1652	579.9641607
1653	579.9399686
1654	579.8052324
1655	579.7740321
1656	579.7323154
1657	579.67225
1658	579.629362
1659	579.6149874
1660	579.5945647
1661	579.5639827
1662	579.5485126
1663	579.5198326
1664	579.4990911
1665	579.4350296
1666	579.3661662
1667	579.2778053
1668	579.2297035
1669	579.2142473
1670	579.1731558
1671	579.1456595
1672	579.0069916
1673	578.8278363
1674	578.8109817
1675	578.7007494
1676	578.6720269
1677	578.6226413
1678	578.5813628
1679	578.4613029
